BimpmRNA4 XP_024227798.1        
BimpmRNA16704 XP_024227234.1,XP_024227235.1       
BimpmRNA16705 XP_024227234.1,XP_024227235.1       
BimpmRNA16706 XP_003493871.1        
BimpmRNA16707 XP_003493871.1        
BimpmRNA16708 XP_012247686.1        
BimpmRNA16709 XP_012247686.1        
BimpmRNA16710 XP_012247686.1        
BimpmRNA16711 XP_012247686.1        
BimpmRNA16712 XP_012247686.1        
BimpmRNA16713 XP_012247686.1        
BimpmRNA16714 XP_012247686.1        
BimpmRNA16715 XP_012247686.1        
BimpmRNA16716 XP_012247686.1        
BimpmRNA16717 XP_012247686.1        
BimpmRNA16718 XP_012247686.1        
BimpmRNA16719 XP_012247686.1        
BimpmRNA16720 XP_012247686.1        
BimpmRNA16721 XP_012247686.1        
BimpmRNA16722 XP_012247655.1        
BimpmRNA16723 XP_012247655.1        
BimpmRNA16724 XP_003493867.1        
BimpmRNA16725 XP_003493867.1        
BimpmRNA16726 XP_003493867.1        
BimpmRNA16727 XP_003493866.1        
BimpmRNA16728 XP_003493865.1        
BimpmRNA16729 XP_003493865.1        
BimpmRNA16730 XP_012247642.1        
BimpmRNA16731 XP_012247642.1        
BimpmRNA16732 XP_012247642.1        
BimpmRNA16733 XP_012247642.1        
BimpmRNA16734 XP_012247642.1        
BimpmRNA16735 XP_003493864.1        
BimpmRNA16736 XP_003493861.1        
BimpmRNA16737 XP_012247627.1,XP_012247628.1,XP_012247629.1      
BimpmRNA16738 XP_012247627.1,XP_012247628.1,XP_012247629.1      
BimpmRNA16739 XP_012247627.1,XP_012247628.1,XP_012247629.1      
BimpmRNA16740 XP_003493856.1        
BimpmRNA16741 XP_003493856.1        
BimpmRNA16742 XP_012247625.1        
BimpmRNA16743 XP_003493885.1        
BimpmRNA16744 XP_003493885.1        
BimpmRNA16745 XP_003493885.1        
BimpmRNA16746 XP_003493885.1        
BimpmRNA16747 XP_003493855.1        
BimpmRNA16748 XP_003493855.1        
BimpmRNA16749 XP_012247622.1        
BimpmRNA16750 XP_012247622.1        
BimpmRNA16751 XP_012247622.1        
BimpmRNA16752 XP_012247622.1        
BimpmRNA16753 XP_012247622.1        
BimpmRNA16754 XP_012247622.1        
BimpmRNA16755 XP_012247630.1,XP_012247631.1,XP_012247633.1      
BimpmRNA16756 XP_012247630.1,XP_012247631.1,XP_012247633.1      
BimpmRNA16757 XP_012247630.1,XP_012247631.1,XP_012247633.1      
BimpmRNA16758 XP_012247630.1,XP_012247631.1,XP_012247633.1      
BimpmRNA16759 XP_012247630.1,XP_012247631.1,XP_012247633.1      
BimpmRNA16760 XP_012247630.1,XP_012247631.1,XP_012247633.1      
BimpmRNA16761 XP_012247630.1,XP_012247631.1,XP_012247633.1      
BimpmRNA16762 XP_012247637.1        
BimpmRNA16763 XP_012247637.1        
BimpmRNA16764 XP_003493852.1        
BimpmRNA16765 XP_003493852.1        
BimpmRNA16766 XP_033179805.1        
BimpmRNA16767 XP_033179805.1        
BimpmRNA16768 XP_003493850.1        
BimpmRNA16769 XP_003493850.1        
BimpmRNA16770 XP_012242776.1        
BimpmRNA16772 XP_012242776.1        
BimpmRNA16773 XP_024224396.1        
BimpmRNA16775 XP_033179287.1        
BimpmRNA16776 XP_033179287.1        
BimpmRNA16777 XP_033179287.1        
BimpmRNA16778 XP_033179287.1        
BimpmRNA16782 XP_003492942.1        
BimpmRNA16783 XP_003492941.1        
BimpmRNA16784 XP_003492941.1        
BimpmRNA16785 XP_003492941.1        
BimpmRNA16786 XP_012246260.1        
BimpmRNA16787 XP_012246260.1        
BimpmRNA16788 XP_033179176.1        
BimpmRNA16789 XP_033179176.1        
BimpmRNA16790 XP_003492940.1        
BimpmRNA16791 XP_003492939.1        
BimpmRNA16792 XP_003492939.1        
BimpmRNA16793 XP_003492939.1        
BimpmRNA16794 XP_003492938.1        
BimpmRNA16795 XP_003492938.1        
BimpmRNA16796 XP_003492938.1        
BimpmRNA16797 XP_003492938.1        
BimpmRNA16798 XP_003492938.1        
BimpmRNA16799 XP_003492951.1        
BimpmRNA16800 XP_003492951.1        
BimpmRNA16801 XP_003492951.1        
BimpmRNA16802 XP_003492936.1        
BimpmRNA16803 XP_024226445.1,XP_024226446.1       
BimpmRNA16804 XP_003492936.1        
BimpmRNA16805 XP_003492936.1        
BimpmRNA16806 XP_024226445.1,XP_024226446.1       
BimpmRNA16807 XP_024226445.1,XP_024226446.1       
BimpmRNA16808 XP_024226445.1,XP_024226446.1       
BimpmRNA16809 XP_024226442.1        
BimpmRNA16810 XP_024226442.1        
BimpmRNA16811 XP_003492934.1        
BimpmRNA16812 XP_003492933.1        
BimpmRNA16813 XP_003492933.1        
BimpmRNA16814 XP_003492933.1        
BimpmRNA16815 XP_033179173.1        
BimpmRNA16816 XP_033179173.1        
BimpmRNA16817 XP_012246266.1,XP_012246267.1       
BimpmRNA16818 XP_012246266.1,XP_012246267.1       
BimpmRNA16819 XP_012246266.1,XP_012246267.1       
BimpmRNA16820 XP_024226431.1        
BimpmRNA16821 XP_024226431.1        
BimpmRNA16822 XP_024226431.1        
BimpmRNA16823 XP_024226431.1        
BimpmRNA16824 XP_024226431.1        
BimpmRNA16825 XP_024226431.1        
BimpmRNA16826 XP_024226431.1        
BimpmRNA16827 XP_024226431.1        
BimpmRNA16828 XP_003492928.1        
BimpmRNA16829 XP_003492928.1        
BimpmRNA16830 XP_003492928.1        
BimpmRNA16831 XP_003492928.1        
BimpmRNA16832 XP_003492949.1        
BimpmRNA16833 XP_003492949.1        
BimpmRNA16834 XP_033179188.1        
BimpmRNA16837 XP_003492924.1        
BimpmRNA16838 XP_003492924.1        
BimpmRNA16839 XP_012246247.1        
BimpmRNA16840 XP_012246247.1        
BimpmRNA16841 XP_012246247.1        
BimpmRNA16842 XP_012246247.1        
BimpmRNA16843 XP_012246247.1        
BimpmRNA16844 XP_012246247.1        
BimpmRNA16845 XP_003492920.1        
BimpmRNA16846 XP_003492920.1        
BimpmRNA16847 XP_012246246.1        
BimpmRNA16848 XP_012246246.1        
BimpmRNA16849 XP_012246246.1        
BimpmRNA16850 XP_012246246.1        
BimpmRNA16851 XP_012246246.1        
BimpmRNA16852 XP_012246235.1,XP_012246236.1,XP_012246237.1,XP_012246240.1     
BimpmRNA16853 XP_012246235.1,XP_012246236.1,XP_012246237.1,XP_012246240.1     
BimpmRNA16854 XP_012246235.1,XP_012246236.1,XP_012246237.1,XP_012246240.1     
BimpmRNA16855 XP_012246235.1,XP_012246236.1,XP_012246237.1,XP_012246240.1     
BimpmRNA16856 XP_012246235.1,XP_012246236.1,XP_012246237.1,XP_012246240.1     
BimpmRNA16857 XP_012246235.1,XP_012246236.1,XP_012246237.1,XP_012246240.1     
BimpmRNA16858 XP_003492916.1        
BimpmRNA16859 XP_003492916.1        
BimpmRNA16860 XP_003492916.1        
BimpmRNA16861 XP_003492916.1        
BimpmRNA16862 XP_003492916.1        
BimpmRNA16863 XP_003492917.1        
BimpmRNA16864 XP_003492917.1        
BimpmRNA16865 XP_003492915.1        
BimpmRNA16866 XP_003492914.1        
BimpmRNA16867 XP_003492913.2        
BimpmRNA16868 XP_003492913.2        
BimpmRNA16869 XP_024226460.1        
BimpmRNA16870 XP_024226460.1        
BimpmRNA16871 XP_024226460.1        
BimpmRNA16872 XP_024226460.1        
BimpmRNA16873 XP_003492910.1        
BimpmRNA16874 XP_003492911.1        
BimpmRNA16875 XP_003492911.1        
BimpmRNA16876 XP_033179183.1,XP_033179184.1       
BimpmRNA16877 XP_033179183.1,XP_033179184.1       
BimpmRNA16878 XP_033179183.1,XP_033179184.1       
BimpmRNA16879 XP_033179183.1,XP_033179184.1       
BimpmRNA16880 XP_033179183.1,XP_033179184.1       
BimpmRNA16881 XP_033179183.1,XP_033179184.1       
BimpmRNA16883 XP_012246257.1,XP_012246258.1       
BimpmRNA16884 XP_003492909.1        
BimpmRNA16885 XP_003492904.1        
BimpmRNA16886 XP_033179175.1        
BimpmRNA16887 XP_033179177.1        
BimpmRNA16888 XP_033179177.1        
BimpmRNA16889 XP_033179177.1        
BimpmRNA16891 XP_003492903.1        
BimpmRNA16892 XP_003492908.1        
BimpmRNA16893 XP_003492903.1        
BimpmRNA16894 XP_003492908.1        
BimpmRNA16895 XP_003492908.1        
BimpmRNA16896 XP_033180544.1        
BimpmRNA16897 XP_012246272.1        
BimpmRNA16899 XP_003492946.1        
BimpmRNA16900 XP_012246275.1,XP_012246276.1,XP_012246277.1      
BimpmRNA16901 XP_012246275.1,XP_012246276.1,XP_012246277.1      
BimpmRNA16902 XP_033179171.1        
BimpmRNA16903 XP_033179172.1        
BimpmRNA16904 XP_033179172.1        
BimpmRNA16905 XP_033179172.1        
BimpmRNA16906 XP_033179172.1        
BimpmRNA16907 XP_024226438.1        
BimpmRNA16908 XP_024226438.1        
BimpmRNA16909 XP_024226436.1,XP_024226437.1       
BimpmRNA16910 XP_024226436.1,XP_024226437.1       
BimpmRNA16911 XP_003492943.1        
BimpmRNA16913 XP_003492863.1        
BimpmRNA16914 XP_003492863.1        
BimpmRNA16915 XP_003492863.1        
BimpmRNA16917 XP_003492870.1        
BimpmRNA16918 XP_003492870.1        
BimpmRNA16919 XP_003492870.1        
BimpmRNA16920 XP_003492870.1        
BimpmRNA16921 XP_003492870.1        
BimpmRNA16923 XP_003492869.1        
BimpmRNA16924 XP_003492869.1        
BimpmRNA16925 XP_003492869.1        
BimpmRNA16926 XP_003492869.1        
BimpmRNA16927 XP_012246180.1        
BimpmRNA16928 XP_012246180.1        
BimpmRNA16929 XP_003492868.2        
BimpmRNA16930 XP_003492868.2        
BimpmRNA16931 XP_003492868.2        
BimpmRNA16932 XP_012246168.1        
BimpmRNA16933 XP_012246168.1        
BimpmRNA16934 XP_012246168.1        
BimpmRNA16935 XP_003492860.1        
BimpmRNA16936 XP_003492860.1        
BimpmRNA16937 XP_003492860.1        
BimpmRNA16938 XP_003492860.1        
BimpmRNA16939 XP_003492859.1        
BimpmRNA16940 XP_003492858.1        
BimpmRNA16941 XP_003492858.1        
BimpmRNA16942 XP_024226384.1        
BimpmRNA16943 XP_003492856.1        
BimpmRNA16944 XP_003492856.1        
BimpmRNA16945 XP_012246171.1        
BimpmRNA16946 XP_012246171.1        
BimpmRNA16947 XP_012246171.1        
BimpmRNA16948 XP_012246143.1        
BimpmRNA16949 XP_012246143.1        
BimpmRNA16950 XP_012246143.1        
BimpmRNA16951 XP_012246143.1        
BimpmRNA16952 XP_012246132.1        
BimpmRNA16953 XP_012246132.1        
BimpmRNA16954 XP_003492853.1        
BimpmRNA16955 XP_003492853.1        
BimpmRNA16956 XP_003492853.1        
BimpmRNA16957 XP_024226397.2        
BimpmRNA16958 XP_024226397.2        
BimpmRNA16959 XP_024226397.2        
BimpmRNA16960 XP_024226397.2        
BimpmRNA16961 XP_024226397.2        
BimpmRNA16962 XP_012246151.1        
BimpmRNA16963 XP_012246151.1        
BimpmRNA16964 XP_012246151.1        
BimpmRNA16965 XP_012246151.1        
BimpmRNA16966 XP_012246151.1        
BimpmRNA16967 XP_003492849.1        
BimpmRNA16968 XP_003492849.1        
BimpmRNA16969 XP_012246176.1,XP_012246177.1       
BimpmRNA16970 XP_012246176.1,XP_012246177.1       
BimpmRNA16971 XP_012246176.1,XP_012246177.1       
BimpmRNA16972 XP_033179130.1        
BimpmRNA16973 XP_033179130.1        
BimpmRNA16974 XP_012246138.1        
BimpmRNA16975 XP_012246138.1        
BimpmRNA16976 XP_012246138.1        
BimpmRNA16977 XP_012246138.1        
BimpmRNA16978 XP_003492847.1        
BimpmRNA16979 XP_012246160.1,XP_012246162.1,XP_012246164.1      
BimpmRNA16980 XP_012246160.1,XP_012246162.1,XP_012246164.1      
BimpmRNA16981 XP_012246160.1,XP_012246162.1,XP_012246164.1      
BimpmRNA16982 XP_012246157.1        
BimpmRNA16983 XP_012246157.1        
BimpmRNA16984 XP_012246157.1        
BimpmRNA16985 XP_012246157.1        
BimpmRNA16986 XP_012246157.1        
BimpmRNA16987 XP_012246157.1        
BimpmRNA16988 XP_012246166.1        
BimpmRNA16989 XP_012246166.1        
BimpmRNA16990 XP_003492844.1        
BimpmRNA16991 XP_003492844.1        
BimpmRNA16992 XP_003492843.1        
BimpmRNA16993 XP_003492843.1        
BimpmRNA16994 XP_012246135.1        
BimpmRNA16995 XP_012246135.1        
BimpmRNA16996 XP_003492841.1        
BimpmRNA16997 XP_003492841.1        
BimpmRNA16998 XP_003492841.1        
BimpmRNA16999 XP_003492840.1        
BimpmRNA17000 XP_003492840.1        
BimpmRNA17001 XP_024226383.1        
BimpmRNA17002 XP_024226383.1        
BimpmRNA17003 XP_024226383.1        
BimpmRNA17004 XP_003492839.1        
BimpmRNA17005 XP_003492839.1        
BimpmRNA17006 XP_003492839.1        
BimpmRNA17007 XP_012246145.1        
BimpmRNA17008 XP_012246145.1        
BimpmRNA17010 XP_033179137.1,XP_033179138.1,XP_033179139.1      
BimpmRNA17011 XP_033179137.1,XP_033179138.1,XP_033179139.1      
BimpmRNA17012 XP_033179137.1,XP_033179138.1,XP_033179139.1      
BimpmRNA17013 XP_033179137.1,XP_033179138.1,XP_033179139.1      
BimpmRNA17014 XP_012246147.1,XP_012246148.1       
BimpmRNA17015 XP_012246147.1,XP_012246148.1       
BimpmRNA17016 XP_024226400.1        
BimpmRNA17017 XP_024226400.1        
BimpmRNA17018 XP_024226400.1        
BimpmRNA17019 XP_033179133.1        
BimpmRNA17020 XP_033179133.1        
BimpmRNA17022 XP_024223930.1        
BimpmRNA17023 XP_033179113.1        
BimpmRNA17024 XP_024223930.1        
BimpmRNA17025 XP_012242142.1        
BimpmRNA17026 XP_012242112.1        
BimpmRNA17027 XP_024223930.1        
BimpmRNA17028 XP_024223996.1        
BimpmRNA17029 XP_024223996.1        
BimpmRNA17030 XP_024223930.1        
BimpmRNA17031 XP_024223930.1        
BimpmRNA17032 XP_024223930.1        
BimpmRNA17033 XP_024223930.1        
BimpmRNA17034 XP_024223930.1        
BimpmRNA17035 XP_024223930.1        
BimpmRNA17036 XP_024223930.1        
BimpmRNA17037 XP_012242112.1        
BimpmRNA17038 XP_003490249.1        
BimpmRNA17039 XP_003490249.1        
BimpmRNA17040 XP_003490249.1        
BimpmRNA17041 XP_024224030.1        
BimpmRNA17042 XP_024224030.1        
BimpmRNA17043 XP_003490251.1        
BimpmRNA17044 XP_003490253.1        
BimpmRNA17045 XP_003490253.1        
BimpmRNA17046 XP_003490275.1        
BimpmRNA17047 XP_003490275.1        
BimpmRNA17048 XP_024220618.1        
BimpmRNA17049 XP_024224033.1        
BimpmRNA17050 XP_003490254.1        
BimpmRNA17051 XP_003490254.1        
BimpmRNA17052 XP_003490254.1        
BimpmRNA17053 XP_003490255.1        
BimpmRNA17054 XP_003490255.1        
BimpmRNA17055 XP_003490256.1        
BimpmRNA17056 XP_003490256.1        
BimpmRNA17057 XP_003490256.1        
BimpmRNA17060 XP_003490277.1        
BimpmRNA17061 XP_024224034.1,XP_024224035.1       
BimpmRNA17062 XP_003490258.1        
BimpmRNA17063 XP_003490257.1        
BimpmRNA17065 XP_033177096.1        
BimpmRNA17066 XP_033177096.1        
BimpmRNA17067 XP_033177116.1        
BimpmRNA17068 XP_033177116.1        
BimpmRNA17069 XP_033177116.1        
BimpmRNA17070 XP_033177116.1        
BimpmRNA17071 XP_012242132.1        
BimpmRNA17072 XP_003490279.2        
BimpmRNA17073 XP_003490279.2        
BimpmRNA17074 XP_012242111.2        
BimpmRNA17075 XP_012242125.1        
BimpmRNA17076 XP_012242125.1        
BimpmRNA17077 XP_012242125.1        
BimpmRNA17078 XP_012242137.1        
BimpmRNA17079 XP_012242137.1        
BimpmRNA17080 XP_012242130.1        
BimpmRNA17082 XP_003490263.1        
BimpmRNA17083 XP_003490260.1        
BimpmRNA17084 XP_003490260.1        
BimpmRNA17085 XP_003490260.1        
BimpmRNA17086 XP_003490260.1        
BimpmRNA17087 XP_003490262.1        
BimpmRNA17088 XP_003490262.1        
BimpmRNA17089 XP_003490262.1        
BimpmRNA17090 XP_003490262.1        
BimpmRNA17091 XP_003490264.1        
BimpmRNA17092 XP_012242118.1        
BimpmRNA17093 XP_012242118.1        
BimpmRNA17094 XP_012242118.1        
BimpmRNA17095 XP_012242118.1        
BimpmRNA17096 XP_012242118.1        
BimpmRNA17097 XP_012242118.1        
BimpmRNA17098 XP_012242118.1        
BimpmRNA17099 XP_012242118.1        
BimpmRNA17100 XP_003490267.1        
BimpmRNA17101 XP_033177110.1        
BimpmRNA17102 XP_033177110.1        
BimpmRNA17103 XP_033177110.1        
BimpmRNA17104 XP_003490281.3        
BimpmRNA17105 XP_003490281.3        
BimpmRNA17106 XP_033177125.1        
BimpmRNA17107 XP_033177125.1        
BimpmRNA17108 XP_033177125.1        
BimpmRNA17109 XP_003490269.2        
BimpmRNA17110 XP_003490269.2        
BimpmRNA17111 XP_033177106.1        
BimpmRNA17112 XP_033177101.1,XP_033177102.1,XP_033177103.1      
BimpmRNA17113 XP_033177101.1,XP_033177102.1,XP_033177103.1      
BimpmRNA17114 XP_033177101.1,XP_033177102.1,XP_033177103.1      
BimpmRNA17115 XP_012242140.1        
BimpmRNA17116 XP_012242140.1        
BimpmRNA17117 XP_033176278.1        
BimpmRNA17118 XP_024223996.1,XP_024224035.1,XP_024224034.1      
BimpmRNA17119 XP_033177098.1,XP_033177099.1,XP_033177100.1      
BimpmRNA17120 XP_033177098.1,XP_033177099.1,XP_033177100.1      
BimpmRNA17121 XP_033177098.1,XP_033177099.1,XP_033177100.1      
BimpmRNA17122 XP_033177123.1        
BimpmRNA17123 XP_033177123.1        
BimpmRNA17124 XP_033177123.1        
BimpmRNA17125 XP_003490285.3        
BimpmRNA17126 XP_003490285.3        
BimpmRNA17127 XP_003490285.3        
BimpmRNA17128 XP_012247154.1        
BimpmRNA17129 XP_003486794.2        
BimpmRNA17130 XP_003486794.2        
BimpmRNA17131 XP_003486794.2        
BimpmRNA17132 XP_033180178.1        
BimpmRNA17133 XP_033180178.1        
BimpmRNA17134 XP_033180178.1        
BimpmRNA17135 XP_024220987.1        
BimpmRNA17136 XP_024220987.1        
BimpmRNA17137 XP_024220987.1        
BimpmRNA17138 XP_024220987.1        
BimpmRNA17139 XP_024220987.1        
BimpmRNA17140 XP_024220987.1        
BimpmRNA17141 XP_024220987.1        
BimpmRNA17142 XP_024220987.1        
BimpmRNA17143 XP_033174856.1        
BimpmRNA17144 XP_033174856.1        
BimpmRNA17146 XP_003486793.1        
BimpmRNA17147 XP_003486793.1        
BimpmRNA17148 XP_033174841.1        
BimpmRNA17149 XP_012236804.1        
BimpmRNA17150 XP_012236804.1        
BimpmRNA17151 XP_012236804.1        
BimpmRNA17152 XP_012236804.1        
BimpmRNA17153 XP_012236804.1        
BimpmRNA17154 XP_003486802.1        
BimpmRNA17155 XP_012236807.1,XP_012236808.1       
BimpmRNA17156 XP_012236807.1,XP_012236808.1       
BimpmRNA17157 XP_012236807.1,XP_012236808.1       
BimpmRNA17158 XP_012236807.1,XP_012236808.1       
BimpmRNA17159 XP_012236807.1,XP_012236808.1       
BimpmRNA17160 XP_012236803.1        
BimpmRNA17161 XP_012236803.1        
BimpmRNA17162 XP_012236803.1        
BimpmRNA17163 XP_003486777.1        
BimpmRNA17164 XP_003486777.1        
BimpmRNA17165 XP_033174857.1        
BimpmRNA17166 XP_033174857.1        
BimpmRNA17167 XP_033174857.1        
BimpmRNA17168 XP_033174857.1        
BimpmRNA17169 XP_033174857.1        
BimpmRNA17170 XP_012236798.1        
BimpmRNA17171 XP_012236798.1        
BimpmRNA17172 XP_012236798.1        
BimpmRNA17173 XP_012236798.1        
BimpmRNA17174 XP_033174858.1        
BimpmRNA17176 XP_003486781.1        
BimpmRNA17177 XP_003486779.1        
BimpmRNA17178 XP_003486779.1        
BimpmRNA17179 XP_003486779.1        
BimpmRNA17180 XP_024221000.1        
BimpmRNA17181 XP_024221000.1        
BimpmRNA17182 XP_024221000.1        
BimpmRNA17183 XP_024221000.1        
BimpmRNA17184 XP_024221000.1        
BimpmRNA17185 XP_012236830.1        
BimpmRNA17186 XP_012236830.1        
BimpmRNA17187 XP_012236830.1        
BimpmRNA17188 XP_012236822.1        
BimpmRNA17189 XP_012236822.1        
BimpmRNA17190 XP_012236822.1        
BimpmRNA17191 XP_012236822.1        
BimpmRNA17192 XP_012236822.1        
BimpmRNA17193 XP_012236822.1        
BimpmRNA17194 XP_033174849.1        
BimpmRNA17195 XP_033174849.1        
BimpmRNA17196 XP_003486784.1        
BimpmRNA17197 XP_003486784.1        
BimpmRNA17198 XP_012236835.1,XP_012236836.1       
BimpmRNA17199 XP_012236835.1,XP_012236836.1       
BimpmRNA17200 XP_012236845.1,XP_012236847.1,XP_012236848.1      
BimpmRNA17201 XP_012236845.1,XP_012236847.1,XP_012236848.1      
BimpmRNA17202 XP_012236845.1,XP_012236847.1,XP_012236848.1      
BimpmRNA17203 XP_012236845.1,XP_012236847.1,XP_012236848.1      
BimpmRNA17204 XP_012236845.1,XP_012236847.1,XP_012236848.1      
BimpmRNA17205 XP_012236845.1,XP_012236847.1,XP_012236848.1      
BimpmRNA17206 XP_012236837.1,XP_012236838.1,XP_012236840.1,XP_012236846.1,XP_012236848.1    
BimpmRNA17207 XP_012236815.1        
BimpmRNA17208 XP_012236815.1        
BimpmRNA17209 XP_012236815.1        
BimpmRNA17210 XP_024220972.1        
BimpmRNA17211 XP_024220972.1        
BimpmRNA17212 XP_024220972.1        
BimpmRNA17213 XP_003486787.1        
BimpmRNA17214 XP_003486787.1        
BimpmRNA17215 XP_033174853.1        
BimpmRNA17216 XP_033174853.1        
BimpmRNA17217 XP_033174855.1        
BimpmRNA17218 XP_033174855.1        
BimpmRNA17219 XP_033174855.1        
BimpmRNA17220 XP_033174855.1        
BimpmRNA17221 XP_003486791.1        
BimpmRNA17222 XP_003486792.1        
BimpmRNA17223 XP_003486792.1        
BimpmRNA17224 XP_033174836.1        
BimpmRNA17225 XP_033174836.1        
BimpmRNA17226 XP_033174836.1        
BimpmRNA17231 XP_033176772.1        
BimpmRNA17234 XP_033178882.1        
BimpmRNA17235 XP_033177240.1        
BimpmRNA17236 XP_033175429.1        
BimpmRNA17237 XP_033175429.1        
BimpmRNA17238 XP_033175429.1        
BimpmRNA17242 XP_012239594.2        
BimpmRNA17244 XP_033178566.1        
BimpmRNA17247 XP_033176011.1        
BimpmRNA17250 XP_012248790.1        
BimpmRNA17251 XP_012248790.1        
BimpmRNA17252 XP_012248790.1        
BimpmRNA17253 XP_012248790.1        
BimpmRNA17254 XP_012241486.1        
BimpmRNA17259 XP_033176595.1        
BimpmRNA17260 XP_033176595.1        
BimpmRNA17261 XP_033176595.1        
BimpmRNA17262 XP_033180343.1        
BimpmRNA17263 XP_033180343.1        
BimpmRNA17265 XP_033177239.1        
BimpmRNA17266 XP_033177239.1        
BimpmRNA17267 XP_033177239.1        
BimpmRNA17269 XP_033177777.1        
BimpmRNA17270 XP_033177777.1        
BimpmRNA17271 XP_033177777.1        
BimpmRNA17272 XP_012248307.2        
BimpmRNA17273 XP_012248307.2        
BimpmRNA17276 XP_012244430.1        
BimpmRNA17277 XP_012244430.1        
BimpmRNA17278 XP_024228476.1        
BimpmRNA17280 XP_033180343.1        
BimpmRNA17281 XP_012244494.1        
BimpmRNA17285 XP_033176238.1        
BimpmRNA17286 XP_033176238.1        
BimpmRNA17287 XP_033178882.1        
BimpmRNA17291 XP_024226332.2        
BimpmRNA17292 XP_033177415.1        
BimpmRNA17293 XP_024225198.1        
BimpmRNA17295 XP_033174837.1        
BimpmRNA17296 XP_033176594.1        
BimpmRNA17297 XP_033176594.1        
BimpmRNA17298 XP_033176594.1        
BimpmRNA17299 XP_033176594.1        
BimpmRNA17300 XP_033176594.1        
BimpmRNA17302 XP_003494618.1        
BimpmRNA17303 XP_003494618.1        
BimpmRNA17307 XP_003487683.1        
BimpmRNA17308 XP_003487683.1        
BimpmRNA17309 XP_012247223.1        
BimpmRNA17310 XP_012247223.1        
BimpmRNA17311 XP_012247223.1        
BimpmRNA17313 XP_033177243.1        
BimpmRNA17315 XP_024227000.1        
BimpmRNA17316 XP_012248790.1        
BimpmRNA17318 XP_003488975.1        
BimpmRNA17319 XP_003488975.1        
BimpmRNA17320 XP_012240266.1        
BimpmRNA17321 XP_003488977.1        
BimpmRNA17322 XP_033176276.1        
BimpmRNA17323 XP_033176276.1        
BimpmRNA17324 XP_012246014.1        
BimpmRNA17325 XP_033179335.1        
BimpmRNA17326 XP_033180376.1        
BimpmRNA17327 XP_033180376.1        
BimpmRNA17329 XP_033176275.1        
BimpmRNA17330 XP_024222719.1,XP_024222933.1       
BimpmRNA17331 XP_024225188.1        
BimpmRNA17332 XP_024225188.1        
BimpmRNA17333 XP_024225188.1        
BimpmRNA17334 XP_024225188.1        
BimpmRNA17335 XP_024225188.1        
BimpmRNA17336 XP_024224673.1        
BimpmRNA17338 XP_033180384.1        
BimpmRNA17342 XP_033176863.1        
BimpmRNA17343 XP_033176797.1        
BimpmRNA17344 XP_033176797.1        
BimpmRNA17346 XP_024223803.1,XP_024223753.1       
BimpmRNA17347 XP_024223803.1,XP_024223753.1       
BimpmRNA17348 XP_024223803.1,XP_024223753.1       
BimpmRNA17349 XP_024223803.1,XP_024223753.1       
BimpmRNA17351 XP_033180112.1        
BimpmRNA17352 XP_033178067.1        
BimpmRNA17353 XP_033180082.1        
BimpmRNA17354 XP_033180082.1        
BimpmRNA17355 XP_033180082.1        
BimpmRNA17356 XP_033180082.1        
BimpmRNA17357 XP_033180082.1        
BimpmRNA17359 XP_033177735.1        
BimpmRNA17360 XP_033177735.1        
BimpmRNA17363 XP_033175934.1        
BimpmRNA17364 XP_033180377.1        
BimpmRNA17365 XP_012236494.1        
BimpmRNA17366 XP_012239599.1        
BimpmRNA17370 XP_012243629.1        
BimpmRNA17371 XP_012243629.1        
BimpmRNA17372 XP_012244475.1        
BimpmRNA17373 XP_012244475.1        
BimpmRNA17374 XP_033179604.1        
BimpmRNA17375 XP_033179604.1        
BimpmRNA17376 XP_033179604.1        
BimpmRNA17377 XP_033175489.1        
BimpmRNA17378 XP_033175489.1        
BimpmRNA17379 XP_024225375.1        
BimpmRNA17380 XP_024225375.1        
BimpmRNA17381 XP_024225375.1        
BimpmRNA17382 XP_033178199.1        
BimpmRNA17383 XP_033177415.1,XP_033177403.1       
BimpmRNA17384 XP_033179142.1        
BimpmRNA17385 XP_033179142.1        
BimpmRNA17387 XP_012244442.1        
BimpmRNA17390 XP_033176637.1        
BimpmRNA17394 XP_012245478.1        
BimpmRNA17395 XP_012245478.1        
BimpmRNA17398 XP_033178832.1        
BimpmRNA17399 XP_033178832.1        
BimpmRNA17400 XP_033178832.1        
BimpmRNA17401 XP_024223435.1        
BimpmRNA17402 XP_024223435.1        
BimpmRNA17403 XP_012238218.1        
BimpmRNA17405 XP_012248740.1        
BimpmRNA17406 XP_012248740.1        
BimpmRNA17410 XP_012236494.1        
BimpmRNA17411 XP_012247223.1        
BimpmRNA17412 XP_012247223.1        
BimpmRNA17414 XP_012237894.1        
BimpmRNA17415 XP_012245606.1        
BimpmRNA17417 XP_012243629.1        
BimpmRNA17418 XP_012243629.1        
BimpmRNA17420 XP_024225370.1        
BimpmRNA17423 XP_024227871.1        
BimpmRNA17424 XP_024222933.1        
BimpmRNA17426 XP_033174837.1        
BimpmRNA17427 XP_033174837.1        
BimpmRNA17428 XP_033178832.1        
BimpmRNA17429 XP_024226536.1,XP_024226484.1       
BimpmRNA17431 XP_012244442.1        
BimpmRNA17434 XP_024225370.1        
BimpmRNA17436 XP_012245606.1        
BimpmRNA17437 XP_012245606.1        
BimpmRNA17438 XP_012237894.1        
BimpmRNA17441 XP_033177357.1        
